Index,Review,Cleaned_Review,Cleaned_Name,Severity,Urgency,Customer_Satisfaction,Review_Days,Response_Days,Predicted_Category,Probabilities,Mapped_Category,Hygiene,Food Quality,Atmosphere,Value for Money,Service Issue,Positive Review,Food Options,Review_Date
3156,Too much crowded and smoke and sound...felt like fish market,much crowded smoke soundfelt like fish market,banish tanan,Low,Non-Urgent,No Response,1825,-1,"['Ambiance, noise levels, or atmosphere concerns']",[0.997107744216919],['Atmosphere'],0,0,1,0,0,0,0,08-11-2019
3157,Bad food pathetic service and unprofessional staff,bad food pathetic service unprofessional staff,jay prabhakaran,High,Urgent,No Response,1825,-1,"['Poor customer service or staff behavior', 'Quality, taste, or freshness issues with food']","[0.9979655146598816, 0.9796587824821472]","['Service Issue', 'Food Quality']",0,1,0,0,1,0,0,08-11-2019
3158,Food quality not very good,food quality good,nupur saxena,Low,Non-Urgent,No Response,1825,-1,"['Quality, taste, or freshness issues with food']",[0.9884873032569885],['Food Quality'],0,1,0,0,0,0,0,08-11-2019
3159,Not much options for vegetarian,much options vegetarian,sunil agrawal,Low,Non-Urgent,No Response,1825,-1,"['Limited food options or menu variety', 'Concerns about pricing and value']","[0.9933813214302063, 0.8936058282852173]","['Food Options', 'Value for Money']",0,0,0,1,0,0,1,08-11-2019
3160,Naramal,naramal,shreekant shree,Medium,Non-Urgent,No Response,730,-1,"['Cleanliness or hygiene issues', 'Positive review']","[0.8584911227226257, 0.83283931016922]","['Hygiene', 'Positive Review']",1,0,0,0,0,1,0,07-11-2022
3161,ABs or Absolute Barbeque is a grill buffet located just opposite to Nallurhalli metro station. The ambiance of this place is old and needs immediate revival. The floor is not clean. The plates are old. The food is not that flavourful. They …,abs absolute barbeque grill buffet located opposite nallurhalli metro station ambiance place old needs immediate revival floor clean plates old food flavourful,rohit dassani,Low,Non-Urgent,No Response,120,-1,"['Quality, taste, or freshness issues with food', 'Cleanliness or hygiene issues']","[0.9981115460395813, 0.7857721447944641]","['Food Quality', 'Hygiene']",1,1,0,0,0,0,0,09-07-2024
3162,"Now AB's quality of food and service is degrading day by day.
Went for team lunch and highly disappointed with the quantity and quality of food items. …",abs quality food service degrading day day went team lunch highly disappointed quantity quality food items,abhijeet sinha,High,Urgent,No Response,21,-1,"['Quality, taste, or freshness issues with food', 'Limited food options or menu variety', 'Poor customer service or staff behavior']","[0.9861459732055664, 0.9412269592285156, 0.7814161777496338]","['Food Quality', 'Food Options', 'Service Issue']",0,1,0,0,1,0,1,16-10-2024
3163,"For Vegetarians,it is not worth .it should have been 30-50% lesser than non veg price. …",vegetariansit worth lesser non veg price,phani pawar,Low,Non-Urgent,No Response,60,-1,['Concerns about pricing and value'],[0.9872058629989624],['Value for Money'],0,0,0,1,0,0,0,07-09-2024
3164,"The place is dilapidated now. They are not managing the place nicely. It's dirty , very unclean and not hygienic. We had cases of diarrhoea in the entire family after having food there. …",place dilapidated managing place nicely dirty unclean hygienic cases diarrhoea entire family food,panda sumit,High,Urgent,No Response,120,-1,"['Cleanliness or hygiene issues', 'Poor customer service or staff behavior']","[0.9834235310554504, 0.8985070586204529]","['Hygiene', 'Service Issue']",1,0,0,0,1,0,0,09-07-2024
3165,Food is average. Prawn 🦐 was good but chicken is like rubber. Not value worth money 💰. Only go if you have lots of money and you want to spend them 😜 otherwise don't waste. In the desert small gulab jamun and jelebi was nice. The main course is all are worst. …,food average prawn good chicken like rubber value worth money go lots money want spend otherwise dont waste desert small gulab jamun jelebi nice main course worst,sanjit mahunta,Medium,Non-Urgent,No Response,365,-1,"['Concerns about pricing and value', 'Quality, taste, or freshness issues with food']","[0.9422028064727783, 0.9239048957824707]","['Value for Money', 'Food Quality']",0,1,0,1,0,0,0,07-11-2023
3166,"I visited after almost 2 years, the taste has gone down for all the barbeque items (fish chicken prawns) , and the service was also too slow. But after I shared my feedback they prepared 2-3 items just for me from the kitchen those were …",visited almost years taste gone barbeque items fish chicken prawns service also slow shared feedback prepared items kitchen,vishwas benson,High,Urgent,No Response,150,-1,"['Quality, taste, or freshness issues with food', 'Poor customer service or staff behavior', 'Limited food options or menu variety']","[0.9917773604393005, 0.9903401732444763, 0.8592900633811951]","['Food Quality', 'Service Issue', 'Food Options']",0,1,0,0,1,0,1,09-06-2024
3167,There are several food options in the buffet but the food taste is not up to the mark they are charging. …,several food options buffet food taste mark charging,prakhar mishra,Medium,Non-Urgent,No Response,120,-1,"['Concerns about pricing and value', 'Quality, taste, or freshness issues with food']","[0.9935909509658813, 0.9921576380729675]","['Value for Money', 'Food Quality']",0,1,0,1,0,0,0,09-07-2024
3168,Well... The place was too hot to be frank. The ac they said was working but we were sweating. Ambiance is just ok. Food only thing i felt good was the dessert session. The rice and all felt so dry.,well place hot frank ac said working sweating ambiance ok food thing felt good dessert session rice felt dry,mathew,Low,Non-Urgent,No Response,1825,-1,"['Ambiance, noise levels, or atmosphere concerns']",[0.7679284811019897],['Atmosphere'],0,0,1,0,0,0,0,08-11-2019
3169,I am not satisfied at all. Staff here rushes from one table to another but they don't listen to you at once. You should call them multiple times in order get something. No one looks after the food stalls kept there. They don't provide enough spoons. Over crowded place and not worthy.,satisfied staff rushes one table another dont listen call multiple times order get something one looks food stalls kept dont provide enough spoons crowded place worthy,variruha,Low,Non-Urgent,No Response,730,-1,"['Poor customer service or staff behavior', 'Quality, taste, or freshness issues with food', 'Limited food options or menu variety']","[0.9967940449714661, 0.9773539304733276, 0.8177669048309326]","['Service Issue', 'Food Quality', 'Food Options']",0,1,0,0,1,0,1,07-11-2022
3170,I was really disappointed with this one. I have been to around 6-7 different bbq's and this was the worst experience. The food was just mediocre. The dessert proved to be most dissapointing. The taste was bland and most of all there was no …,really disappointed one around different bbqs worst experience food mediocre dessert proved dissapointing taste bland,saqib,High,Urgent,No Response,1825,-1,"['Quality, taste, or freshness issues with food', 'Limited food options or menu variety']","[0.9637613892555237, 0.7858331203460693]","['Food Quality', 'Food Options']",0,1,0,0,0,0,1,08-11-2019
3171,"Food, taste, variety, ambience, cost, reachability, valet parking, all are fine and satisfactory. BUT Place is so so cramped though for buffets you have to keep moving through small gaps everywhere. Also we went as 30+ at my time and 2 huge …",food taste variety ambience cost reachability valet parking fine satisfactory place cramped though buffets keep moving small gaps everywhere also went time huge,arvind gr,Low,Non-Urgent,No Response,2190,-1,['Positive review'],[0.818312406539917],['Positive Review'],0,0,0,0,0,1,0,08-11-2018
3172,"Lots of food in veg ..but all tasteless... nothing was worth talking about. Service was totally a bunch of hyper waiters trying to help.
Sitting is so odd for a buffet place... atleast 2 people need to get out for a person sitting in middle or corner to go pickup food.",lots food veg tasteless nothing worth talking service totally bunch hyper waiters trying help sitting odd buffet place atleast people need get person sitting middle corner go pickup food,neha jain,Medium,Non-Urgent,No Response,60,-1,"['Quality, taste, or freshness issues with food', 'Poor customer service or staff behavior', 'Limited food options or menu variety']","[0.9739693403244019, 0.9399556517601013, 0.7922064065933228]","['Food Quality', 'Service Issue', 'Food Options']",0,1,0,0,1,0,1,07-09-2024
3173,"You have just let us down ! no taste, spice level high, not even half cooked, service was lowest ever - Not even checked once if we are done or need anything - Billing alone took 15 more mins - thats not the standard",let us taste spice level high even half cooked service lowest ever even checked done need anything billing alone took mins thats standard,ananthesh billava,Medium,Non-Urgent,No Response,90,-1,"['Quality, taste, or freshness issues with food', 'Poor customer service or staff behavior']","[0.9970821738243103, 0.9970754981040955]","['Food Quality', 'Service Issue']",0,1,0,0,1,0,0,08-08-2024
3174,Very less varieties. Staff will not even come and provide the unlimited starters. Even if we call also they will serve too late. Less varieties. Service is not that good here.,less varieties staff even come provide unlimited starters even call also serve late less varieties service good,subbalakshmi katrapalli,Medium,Non-Urgent,No Response,365,-1,"['Poor customer service or staff behavior', 'Limited food options or menu variety', 'Concerns about pricing and value']","[0.9973976016044617, 0.9928581714630127, 0.7996875047683716]","['Service Issue', 'Food Options', 'Value for Money']",0,0,0,1,1,0,1,07-11-2023
3175,"Being only branch in nearby corporate organisational area; The place was over crowded, hence the staff were not able to handle the tables properly. Food is not up to the mark as compared to other branches. Service was not good at all. In …",branch nearby corporate organisational area place crowded hence staff able handle tables properly food mark compared branches service good,pramod deshmukh,Low,Non-Urgent,No Response,1825,-1,"['Quality, taste, or freshness issues with food', 'Poor customer service or staff behavior', 'Limited food options or menu variety']","[0.9935787916183472, 0.990966260433197, 0.9422642588615417]","['Food Quality', 'Service Issue', 'Food Options']",0,1,0,0,1,0,1,08-11-2019
3176,"One suggestion! Instead of this, go to some other branch of this chain. This is absolutely is just upto the mark.
No much choices of food here and of you're a vegetarian I suggest not to waste …",one suggestion instead go branch chain absolutely upto mark much choices food youre vegetarian suggest waste,nandan athreya,Medium,Non-Urgent,No Response,2190,-1,"['Limited food options or menu variety', 'Positive review']","[0.9985114336013794, 0.7617143392562866]","['Food Options', 'Positive Review']",0,0,0,0,0,1,1,08-11-2018
3177,I think it's over hyped and really not worth when compared to barbeque nation,think hyped really worth compared barbeque nation,santosh shrikrishna,Low,Non-Urgent,No Response,730,-1,"['Concerns about pricing and value', 'Quality, taste, or freshness issues with food']","[0.9970920085906982, 0.7750046849250793]","['Value for Money', 'Food Quality']",0,1,0,1,0,0,0,07-11-2022
3178,Horrible experience in our second visit. Too much noisy. Will not visit again specifically with family. Food was also horrible.  Too much oily and tasteless,horrible experience second visit much noisy visit specifically family food also horrible much oily tasteless,ranajit mishra,High,Urgent,No Response,180,-1,"['Ambiance, noise levels, or atmosphere concerns', 'Quality, taste, or freshness issues with food', 'Poor customer service or staff behavior']","[0.9882684946060181, 0.9639130234718323, 0.9396043419837952]","['Atmosphere', 'Food Quality', 'Service Issue']",0,1,1,0,1,0,0,10-05-2024
3179,Food is very conventional and it is very repetitive. Service overall is good however if you want to have barbeque then i will not recommend it here.  Also the items got exhausted very soon and not refilled. Overall arrangement and …,food conventional repetitive service overall good however want barbeque recommend also items got exhausted soon refilled overall arrangement,robolox das,Medium,Non-Urgent,No Response,240,-1,['Limited food options or menu variety'],[0.9784212112426758],['Food Options'],0,0,0,0,0,0,1,11-03-2024
3180,"The ventilation wasn't very good, its difficult for vegetarian to have the meal.  And the veg starters could have been better. There were no adequate chaat options available. The Italian and Chinese food was worse in taste. It is definitely not worth the money.",ventilation wasnt good difficult vegetarian meal veg starters could better adequate chaat options available italian chinese food worse taste definitely worth money,kinjal aggrawal,Low,Non-Urgent,No Response,240,-1,"['Quality, taste, or freshness issues with food', 'Ambiance, noise levels, or atmosphere concerns', 'Limited food options or menu variety', 'Concerns about pricing and value', 'Cleanliness or hygiene issues']","[0.9940310120582581, 0.9909106492996216, 0.9898712038993835, 0.9757351875305176, 0.8044012188911438]","['Food Quality', 'Atmosphere', 'Food Options', 'Value for Money', 'Hygiene']",1,1,1,1,0,0,1,11-03-2024
3181,Did not like it at all. Too much crowded and very few options for vegetarians.,like much crowded options vegetarians,kuber vats,Low,Non-Urgent,No Response,90,-1,"['Limited food options or menu variety', 'Quality, taste, or freshness issues with food', 'Ambiance, noise levels, or atmosphere concerns', 'Concerns about pricing and value']","[0.9959412217140198, 0.9041453003883362, 0.9014828205108643, 0.7995959520339966]","['Food Options', 'Food Quality', 'Atmosphere', 'Value for Money']",0,1,1,1,0,0,1,08-08-2024
3182,"The place is always crowded
Service is very late u need to wait for a long time plz don't go here if u are in a hurry this place needs a lots of patience for the food to be served staff is good",place always crowded service late u need wait long time plz dont go u hurry place needs lots patience food served staff good,ayesha siraj,Low,Non-Urgent,No Response,150,-1,"['Ambiance, noise levels, or atmosphere concerns', 'Poor customer service or staff behavior']","[0.965754508972168, 0.9082178473472595]","['Atmosphere', 'Service Issue']",0,0,1,0,1,0,0,09-06-2024
3183,"Avoid going on weekends. Staff is kind and tries their best. But they're over burdened as it gets over crowded. Quality of food deteriorates. You have to keep asking multiple times for basic things like cutlery, plates, bowls. Experience was much better in past on weekdays when they're able to manage better.",avoid going weekends staff kind tries best theyre burdened gets crowded quality food deteriorates keep asking multiple times basic things like cutlery plates bowls experience much better past weekdays theyre able manage better,jay mehta,Low,Non-Urgent,No Response,365,-1,"['Quality, taste, or freshness issues with food', 'Poor customer service or staff behavior', 'Concerns about pricing and value']","[0.9758100509643555, 0.922243595123291, 0.7667946815490723]","['Food Quality', 'Service Issue', 'Value for Money']",0,1,0,1,1,0,0,07-11-2023
3184,"i didn't liked veg food at all, Paneer was completly cold and half cooked. Less staff and delayed service. I would not recommond for Team outings.",didnt liked veg food paneer completly cold half cooked less staff delayed service would recommond team outings,ketan gupta,Medium,Non-Urgent,No Response,210,-1,"['Poor customer service or staff behavior', 'Quality, taste, or freshness issues with food', 'Limited food options or menu variety', 'Concerns about pricing and value']","[0.9903222322463989, 0.9900004267692566, 0.9282082915306091, 0.7740649580955505]","['Service Issue', 'Food Quality', 'Food Options', 'Value for Money']",0,1,0,1,1,0,1,10-04-2024
3185,"Atmosphere is so congested  and ok food, Even food gets over quickly.",atmosphere congested ok food even food gets quickly,koushik kgs,Low,Non-Urgent,No Response,120,-1,"['Positive review', 'Ambiance, noise levels, or atmosphere concerns']","[0.9800664186477661, 0.8537418246269226]","['Positive Review', 'Atmosphere']",0,0,1,0,0,1,0,09-07-2024
3186,"Food was ok, service wasn't good. We had to wait for 20 minutes for the table even after prebooking 2 days in advance. After we went in, got settled it took 20 minutes more to start serving the starters. They ensured the non veg starters …",food ok service wasnt good wait minutes table even prebooking days advance went got settled took minutes start serving starters ensured non veg starters,abhishek bhattacharya,Low,Non-Urgent,No Response,365,-1,"['Poor customer service or staff behavior', 'Quality, taste, or freshness issues with food']","[0.9933637380599976, 0.8224356770515442]","['Service Issue', 'Food Quality']",0,1,0,0,1,0,0,07-11-2023
3187,"Had gone for a team lunch, with an head count of 40. The starter was good but when it comes down to the main course food was ok but the bad thing is that not enough of plates and cutlery we had to ask the stewards multiple times. Lack of …",gone team lunch head count starter good comes main course food ok bad thing enough plates cutlery ask stewards multiple times lack,suryakanth j i,Low,Non-Urgent,No Response,365,-1,"['Cleanliness or hygiene issues', 'Poor customer service or staff behavior', 'Quality, taste, or freshness issues with food']","[0.9327215552330017, 0.9249950647354126, 0.8667661547660828]","['Hygiene', 'Service Issue', 'Food Quality']",1,1,0,0,1,0,0,07-11-2023
3188,"The food quality was strictly average. Veg starters & barbeque items were just ok. Veg main course (rice, dal) was good. The USP is the wonderful service from the staff. I remember Sourav who did a fabulous job of attending to our group & …",food quality strictly average veg starters barbeque items ok veg main course rice dal good usp wonderful service staff remember sourav fabulous job attending group,biplab saha,Low,Non-Urgent,No Response,365,-1,"['Quality, taste, or freshness issues with food', 'Positive review']","[0.9448758959770203, 0.9188413023948669]","['Food Quality', 'Positive Review']",0,1,0,0,0,1,0,07-11-2023
3189,"Even though prior reservation was made, no adequate seating arrangement was provided for the first 30minutes. …",even though prior reservation made adequate seating arrangement provided first minutes,anubhav agrawal,Low,Non-Urgent,No Response,365,-1,['Poor customer service or staff behavior'],[0.9763126969337463],['Service Issue'],0,0,0,0,1,0,0,07-11-2023
3190,"Not many items are available, very slow in Service. Regular items are not available, For Vegiterians very few options. In the buffet, items are not available, it is overcrowded, they are taking bookings beyond what they can handle. In Mar visited 2 times with my team of 20+ both the times very bad experience.",many items available slow service regular items available vegiterians options buffet items available overcrowded taking bookings beyond handle mar visited times team times bad experience,amarnath habib,Medium,Non-Urgent,No Response,365,-1,"['Limited food options or menu variety', 'Poor customer service or staff behavior']","[0.9980437755584717, 0.9911791086196899]","['Food Options', 'Service Issue']",0,0,0,0,1,0,1,07-11-2023
3191,"Food quality has been Degraded a lot, variety is very less, barbeque is confined to only chicken, Prawan and fish, also complementary drink taste became very bad and also in dinner not served. Main course variety also less and dinner food tasted stale. Staffs are helpful but possibly quality and taste needs change",food quality degraded lot variety less barbeque confined chicken prawan fish also complementary drink taste became bad also dinner served main course variety also less dinner food tasted stale staffs helpful possibly quality taste needs change,chandan mandal,High,Urgent,No Response,365,-1,"['Limited food options or menu variety', 'Quality, taste, or freshness issues with food']","[0.9985659718513489, 0.9983366131782532]","['Food Options', 'Food Quality']",0,1,0,0,0,0,1,07-11-2023
3192,Probably the worst Barbeque in the list of ABs.. Main courses & Deserts are very bad.. Only Table Grilles are good.. Wish Grilles are good.. but overall not much varieties..,probably worst barbeque list abs main courses deserts bad table grilles good wish grilles good overall much varieties,nivas shanmugam,Medium,Non-Urgent,No Response,210,-1,"['Limited food options or menu variety', 'Quality, taste, or freshness issues with food']","[0.9981284737586975, 0.8696324229240417]","['Food Options', 'Food Quality']",0,1,0,0,0,0,1,10-04-2024
3193,"During my earlier visit I gave good ratings but now I'm constrained to give bad ratings.
The sense of responsibility and empathy is not found by the staff members. …",earlier visit gave good ratings im constrained give bad ratings sense responsibility empathy found staff members,bhaskar misra,Medium,Non-Urgent,No Response,365,-1,['Poor customer service or staff behavior'],[0.9926674365997314],['Service Issue'],0,0,0,0,1,0,0,07-11-2023
3194,Make need both for place as well food...quality has gone down..need new invention...,make need place well foodquality gone downneed new invention,sudarshan devadiga,Low,Non-Urgent,No Response,90,-1,"['Quality, taste, or freshness issues with food', 'Limited food options or menu variety']","[0.9701014161109924, 0.8559182286262512]","['Food Quality', 'Food Options']",0,1,0,0,0,0,1,08-08-2024
3195,The taste was missing in most of the stuff. I must say that the staff is very courteous and tried real hard to satisfy but unless taste is good it won't make much difference. May be in order to deliver quantity they compromised with food …,taste missing stuff must say staff courteous tried real hard satisfy unless taste good wont make much difference may order deliver quantity compromised food,gaurav totla,Low,Non-Urgent,No Response,730,-1,"['Quality, taste, or freshness issues with food', 'Poor customer service or staff behavior']","[0.9947549700737, 0.8156394958496094]","['Food Quality', 'Service Issue']",0,1,0,0,1,0,0,07-11-2022
3196,"Ambience: 3/5
Menu: 3/5
Food quality:2/5 …",ambience menu food quality,rachit puri,Medium,Non-Urgent,No Response,730,-1,"['Quality, taste, or freshness issues with food']",[0.9800621271133423],['Food Quality'],0,1,0,0,0,0,0,07-11-2022
3197,Experience was great during visits. But we once ordered a combo for an office party but the Experience was terrible. Clearly they've sent us leftovers from previous day. Biriyani had only bones and starters were cold. We are never gonna be visiting that place again,experience great visits ordered combo office party experience terrible clearly theyve sent us leftovers previous day biriyani bones starters cold never gon na visiting place,joicy joy,High,Urgent,No Response,730,-1,"['Quality, taste, or freshness issues with food']",[0.9360025525093079],['Food Quality'],0,1,0,0,0,0,0,07-11-2022
3198,We went for dinner buffet. So much compromised on food taste. Starters were cooked much before amd due to which everything was tasting so dry. …,went dinner buffet much compromised food taste starters cooked much amd due everything tasting dry,jyoti nyati,Medium,Non-Urgent,No Response,730,-1,"['Quality, taste, or freshness issues with food']",[0.9857326745986938],['Food Quality'],0,1,0,0,0,0,0,07-11-2022
3199,ABs has lost its charm. Food is not good and its very expensive. Atmosphere is too loud to handle. Came out with a headache and bloated stomach,abs lost charm food good expensive atmosphere loud handle came headache bloated stomach,isha sharma,Medium,Non-Urgent,No Response,365,-1,"['Ambiance, noise levels, or atmosphere concerns', 'Concerns about pricing and value', 'Quality, taste, or freshness issues with food', 'Limited food options or menu variety']","[0.9939091205596924, 0.9820380806922913, 0.9781797528266907, 0.7824006676673889]","['Atmosphere', 'Value for Money', 'Food Quality', 'Food Options']",0,1,1,1,0,0,1,07-11-2023
3200,"DISAPPOINTED!!!! First, food they served which was not hot. Atmosphere was so dull and congested.  Couldn't move through easily inside the hotel. Felt Claustrophobic inside. Chicken was hard and not tender. Tandoori chicken they served was …",disappointed first food served hot atmosphere dull congested couldnt move easily inside hotel felt claustrophobic inside chicken hard tender tandoori chicken served,guru ragavendran,High,Urgent,No Response,1825,-1,"['Quality, taste, or freshness issues with food', 'Ambiance, noise levels, or atmosphere concerns']","[0.9898102283477783, 0.9848754405975342]","['Food Quality', 'Atmosphere']",0,1,1,0,0,0,0,08-11-2019
3201,"Not good. The menu remains unchanged, the barbeque items arent getting cooked maybe the coal wasnt sufficent. They took hell lot of time to start it by the time we had the buffet lunch. There were no parking as well. I'd prefer the Marathalli over this, or all together better go for a casual diner.",good menu remains unchanged barbeque items arent getting cooked maybe coal wasnt sufficent took hell lot time start time buffet lunch parking well id prefer marathalli together better go casual diner,anand m,Low,Non-Urgent,No Response,730,-1,"['Limited food options or menu variety', 'Quality, taste, or freshness issues with food', 'Poor customer service or staff behavior', 'Concerns about pricing and value']","[0.996102511882782, 0.9960668087005615, 0.9912888407707214, 0.9268319010734558]","['Food Options', 'Food Quality', 'Service Issue', 'Value for Money']",0,1,0,1,1,0,1,07-11-2022
3202,Should be renamed as Chicken overdose barbecue. We went there on a Sunday afternoon for lunch. The starters and main course had 90% chicken dishes. There was no variety in dishes. The main course was pathetic both item wise and taste wise. …,renamed chicken overdose barbecue went sunday afternoon lunch starters main course chicken dishes variety dishes main course pathetic item wise taste wise,niladri chakrabarty,Medium,Non-Urgent,No Response,1095,-1,"['Limited food options or menu variety', 'Quality, taste, or freshness issues with food']","[0.9934782385826111, 0.9551573395729065]","['Food Options', 'Food Quality']",0,1,0,0,0,0,1,07-11-2021
3203,"Please make that ice cream man go away. Make him stop banging the metal platform to make those silly ice cream recipes for some of your customers.
Horrible dinning experience. …",please make ice cream man go away make stop banging metal platform make silly ice cream recipes customers horrible dinning experience,arun peter,High,Urgent,No Response,365,-1,"['Poor customer service or staff behavior', 'Ambiance, noise levels, or atmosphere concerns', 'Quality, taste, or freshness issues with food']","[0.9915990233421326, 0.9609290361404419, 0.9011249542236328]","['Service Issue', 'Atmosphere', 'Food Quality']",0,1,1,0,1,0,0,07-11-2023
3204,"Pros:

Lot of items, prawns are good, Jamun and Jelebi was excellent and service was …",pros lot items prawns good jamun jelebi excellent service,nelson n big fix made handy,Low,Non-Urgent,No Response,730,-1,['Positive review'],[0.9959686398506165],['Positive Review'],0,0,0,0,0,1,0,07-11-2022
3205,"Not very happy with the food. There should be information about the new kind of food being offered during festivals that they promote. The staff is really good and kind. Also, much clear information to be provided in the veg and non veg food sections. And the disappointment was shabby rest room.",happy food information new kind food offered festivals promote staff really good kind also much clear information provided veg non veg food sections disappointment shabby rest room,sj yang,Low,Non-Urgent,No Response,730,-1,"['Quality, taste, or freshness issues with food', 'Limited food options or menu variety', 'Cleanliness or hygiene issues']","[0.9794484972953796, 0.8748223781585693, 0.8735674619674683]","['Food Quality', 'Food Options', 'Hygiene']",1,1,0,0,0,0,1,07-11-2022
3206,"Wait time for plates, spoons and cups was heavy. Plates appear subpar doesnt appear hygienic..It was more of a hangout place and food was average.",wait time plates spoons cups heavy plates appear subpar doesnt appear hygienicit hangout place food average,bhaargav lakshmanan,High,Urgent,No Response,365,-1,"['Cleanliness or hygiene issues', 'Quality, taste, or freshness issues with food', 'Poor customer service or staff behavior']","[0.9891425967216492, 0.8932759761810303, 0.8903900384902954]","['Hygiene', 'Food Quality', 'Service Issue']",1,1,0,0,1,0,0,07-11-2023
3207,"I have problem with the durga puja food festival offer.It was very very bad.As a bengali,we know that fish kaliya means katla or rohu kaliya,and they are serving basha kaliya.Basanti pulao,baked rasgulla nothing was not as expected.Most …",problem durga puja food festival offerit badas bengaliwe know fish kaliya means katla rohu kaliyaand serving basha kaliyabasanti pulaobaked rasgulla nothing expectedmost,mahua chowdhury,Medium,Non-Urgent,No Response,1095,-1,"['Quality, taste, or freshness issues with food']",[0.9741436839103699],['Food Quality'],0,1,0,0,0,0,0,07-11-2021
3208,I have visited the restaurant 6 times and had great experience. Recently We ordered Non-veg genie couple box through swiggy and we had big disappointment. First raita box was half open and spilled all over inside main box. Starters were Ok. …,visited restaurant times great experience recently ordered nonveg genie couple box swiggy big disappointment first raita box half open spilled inside main box starters ok,anu batra,Low,Non-Urgent,No Response,1095,-1,"['Poor customer service or staff behavior', 'Quality, taste, or freshness issues with food']","[0.8564903736114502, 0.8546497821807861]","['Service Issue', 'Food Quality']",0,1,0,0,1,0,0,07-11-2021
3209,"Visited during durga puja festival for special bengali cuisine.

Quality and taste of these bengali dishes was horrible,  it is no where near to …",visited durga puja festival special bengali cuisine quality taste bengali dishes horrible near,subhajit ghosh,High,Urgent,No Response,730,-1,"['Quality, taste, or freshness issues with food']",[0.9948050379753113],['Food Quality'],0,1,0,0,0,0,0,07-11-2022
3210,Not much varieties.. and very average taste. Hospitality was good. Food quality is not up to the mark. In buffet starters are very less . Taste should be improved.. non veg should boil well,much varieties average taste hospitality good food quality mark buffet starters less taste improved non veg boil well,kavi tamil,Low,Non-Urgent,No Response,730,-1,"['Limited food options or menu variety', 'Quality, taste, or freshness issues with food']","[0.9984286427497864, 0.9926018118858337]","['Food Options', 'Food Quality']",0,1,0,0,0,0,1,07-11-2022
3211,"Starters are good, but service is slow. Very very slow.
Even after repeated asking they missed getting paneer starters and mutton starters . Later it was brought but tasted dry and disgusting. …",starters good service slow slow even repeated asking missed getting paneer starters mutton starters later brought tasted dry disgusting,anupam nag,High,Urgent,No Response,1095,-1,"['Quality, taste, or freshness issues with food', 'Poor customer service or staff behavior']","[0.9893951416015625, 0.9530407786369324]","['Food Quality', 'Service Issue']",0,1,0,0,1,0,0,07-11-2021
3212,The food was good but the service is bad. Also the food options reduced a lot and quality of food also reduced.,food good service bad also food options reduced lot quality food also reduced,sunil kumar,Medium,Non-Urgent,No Response,270,-1,"['Limited food options or menu variety', 'Poor customer service or staff behavior', 'Quality, taste, or freshness issues with food']","[0.9890017509460449, 0.9802613258361816, 0.9782102108001709]","['Food Options', 'Service Issue', 'Food Quality']",0,1,0,0,1,0,1,10-02-2024
3213,I went there one month back.. Wasn't impressed much with the food as they are not inventing any new delicacies..everything including fish prawn and chicken was grilled in the same spices.. So didn't really enjoyed the food.. Waiters were …,went one month back wasnt impressed much food inventing new delicacieseverything including fish prawn chicken grilled spices didnt really enjoyed food waiters,arpita rai,Low,Non-Urgent,No Response,1825,-1,"['Limited food options or menu variety', 'Quality, taste, or freshness issues with food', 'Poor customer service or staff behavior']","[0.9983911514282227, 0.9568809270858765, 0.9514520764350891]","['Food Options', 'Food Quality', 'Service Issue']",0,1,0,0,1,0,1,08-11-2019
3214,Had a bit higher expectations. Never expected old and cold barbeques will be served.,bit higher expectations never expected old cold barbeques served,sumit shekhar,Medium,Non-Urgent,No Response,180,-1,"['Quality, taste, or freshness issues with food', 'Poor customer service or staff behavior']","[0.82991623878479, 0.8075565695762634]","['Food Quality', 'Service Issue']",0,1,0,0,1,0,0,10-05-2024
3215,"Usually a good place but our last experience was a nightmare,
We were a group of 14-16 here for dinner, we had to wait around 15-20 mins for our soft drinks order, another 25-30 mins for our orders for southwest mayo …",usually good place last experience nightmare group dinner wait around mins soft drinks order another mins orders southwest mayo,abhi afc,Low,Non-Urgent,No Response,1460,-1,"['Poor customer service or staff behavior', 'Quality, taste, or freshness issues with food']","[0.9894309043884277, 0.8705317974090576]","['Service Issue', 'Food Quality']",0,1,0,0,1,0,0,07-11-2020
3216,"It's better to have limited good food than unlimited bad food. I'd suggest you go to a place that provides fresh, tasty al a carte menu than buffet. …",better limited good food unlimited bad food id suggest go place provides fresh tasty al carte menu buffet,anush antony,Low,Non-Urgent,No Response,1460,-1,"['Limited food options or menu variety', 'Quality, taste, or freshness issues with food', 'Concerns about pricing and value']","[0.9740012288093567, 0.9628663659095764, 0.8303078413009644]","['Food Options', 'Food Quality', 'Value for Money']",0,1,0,1,0,0,1,07-11-2020
